organization_id,line_code,planned_vehicle_prefix,planned_departure,planned_arrival,block_code,shift
${ORG_ID},501B,V002,2025-09-22T11:30:00-03:00,2025-09-22T12:15:00-03:00,B2,entrepico
${ORG_ID},501B,V003,2025-09-22T12:00:00-03:00,2025-09-22T12:45:00-03:00,B2,entrepico
${ORG_ID},501B,V004,2025-09-22T12:30:00-03:00,2025-09-22T13:15:00-03:00,B2,entrepico
${ORG_ID},501B,V005,2025-09-22T13:00:00-03:00,2025-09-22T13:45:00-03:00,B2,entrepico
${ORG_ID},501B,V006,2025-09-22T13:30:00-03:00,2025-09-22T14:15:00-03:00,B2,entrepico
${ORG_ID},501B,V007,2025-09-22T14:00:00-03:00,2025-09-22T14:45:00-03:00,B2,entrepico
${ORG_ID},501B,V008,2025-09-22T14:30:00-03:00,2025-09-22T15:15:00-03:00,B2,entrepico
${ORG_ID},501B,V009,2025-09-22T15:00:00-03:00,2025-09-22T15:45:00-03:00,B2,entrepico
${ORG_ID},501B,V010,2025-09-22T15:30:00-03:00,2025-09-22T16:15:00-03:00,B2,entrepico
${ORG_ID},501B,V001,2025-09-22T16:00:00-03:00,2025-09-22T16:45:00-03:00,B3,pico_tarde
${ORG_ID},501B,V002,2025-09-22T16:15:00-03:00,2025-09-22T17:00:00-03:00,B3,pico_tarde
${ORG_ID},501B,V003,2025-09-22T16:30:00-03:00,2025-09-22T17:15:00-03:00,B3,pico_tarde
${ORG_ID},501B,V004,2025-09-22T16:45:00-03:00,2025-09-22T17:30:00-03:00,B3,pico_tarde
${ORG_ID},501B,V005,2025-09-22T17:00:00-03:00,2025-09-22T17:45:00-03:00,B3,pico_tarde
${ORG_ID},501B,V006,2025-09-22T17:15:00-03:00,2025-09-22T18:00:00-03:00,B3,pico_tarde
${ORG_ID},501B,V007,2025-09-22T17:30:00-03:00,2025-09-22T18:15:00-03:00,B3,pico_tarde
${ORG_ID},501B,V008,2025-09-22T17:45:00-03:00,2025-09-22T18:30:00-03:00,B3,pico_tarde
${ORG_ID},501B,V009,2025-09-22T18:00:00-03:00,2025-09-22T18:45:00-03:00,B3,pico_tarde
${ORG_ID},501B,V010,2025-09-22T18:15:00-03:00,2025-09-22T19:00:00-03:00,B3,pico_tarde
${ORG_ID},501B,V001,2025-09-22T18:30:00-03:00,2025-09-22T19:15:00-03:00,B3,pico_tarde
${ORG_ID},501B,V002,2025-09-22T18:45:00-03:00,2025-09-22T19:30:00-03:00,B3,pico_tarde
${ORG_ID},501B,V003,2025-09-22T19:00:00-03:00,2025-09-22T19:45:00-03:00,B4,noite
${ORG_ID},501B,V004,2025-09-22T19:30:00-03:00,2025-09-22T20:15:00-03:00,B4,noite
${ORG_ID},501B,V005,2025-09-22T20:00:00-03:00,2025-09-22T20:45:00-03:00,B4,noite
${ORG_ID},501B,V006,2025-09-22T20:30:00-03:00,2025-09-22T21:15:00-03:00,B4,noite
${ORG_ID},501B,V007,2025-09-22T21:00:00-03:00,2025-09-22T21:45:00-03:00,B4,noite
${ORG_ID},501B,V008,2025-09-22T21:30:00-03:00,2025-09-22T22:15:00-03:00,B4,noite
${ORG_ID},501C,V009,2025-09-22T06:00:00-03:00,2025-09-22T06:45:00-03:00,B1,pico_manha
${ORG_ID},501C,V010,2025-09-22T06:15:00-03:00,2025-09-22T07:00:00-03:00,B1,pico_manha
${ORG_ID},501C,V001,2025-09-22T06:30:00-03:00,2025-09-22T07:15:00-03:00,B1,pico_manha
${ORG_ID},501C,V002,2025-09-22T06:45:00-03:00,2025-09-22T07:30:00-03:00,B1,pico_manha
${ORG_ID},501C,V003,2025-09-22T07:00:00-03:00,2025-09-22T07:45:00-03:00,B1,pico_manha
${ORG_ID},501C,V004,2025-09-22T07:15:00-03:00,2025-09-22T08:00:00-03:00,B1,pico_manha
${ORG_ID},501C,V005,2025-09-22T07:30:00-03:00,2025-09-22T08:15:00-03:00,B1,pico_manha
${ORG_ID},501C,V006,2025-09-22T07:45:00-03:00,2025-09-22T08:30:00-03:00,B1,pico_manha
${ORG_ID},501C,V007,2025-09-22T08:00:00-03:00,2025-09-22T08:45:00-03:00,B1,pico_manha
${ORG_ID},501C,V008,2025-09-22T08:15:00-03:00,2025-09-22T09:00:00-03:00,B1,pico_manha
${ORG_ID},501C,V009,2025-09-22T08:30:00-03:00,2025-09-22T09:15:00-03:00,B1,pico_manha
${ORG_ID},501C,V010,2025-09-22T08:45:00-03:00,2025-09-22T09:30:00-03:00,B1,pico_manha
${ORG_ID},501C,V001,2025-09-22T09:00:00-03:00,2025-09-22T09:45:00-03:00,B2,entrepico
${ORG_ID},501C,V002,2025-09-22T09:30:00-03:00,2025-09-22T10:15:00-03:00,B2,entrepico
${ORG_ID},501C,V003,2025-09-22T10:00:00-03:00,2025-09-22T10:45:00-03:00,B2,entrepico
${ORG_ID},501C,V004,2025-09-22T10:30:00-03:00,2025-09-22T11:15:00-03:00,B2,entrepico
${ORG_ID},501C,V005,2025-09-22T11:00:00-03:00,2025-09-22T11:45:00-03:00,B2,entrepico
${ORG_ID},501C,V006,2025-09-22T11:30:00-03:00,2025-09-22T12:15:00-03:00,B2,entrepico
${ORG_ID},501C,V007,2025-09-22T12:00:00-03:00,2025-09-22T12:45:00-03:00,B2,entrepico
${ORG_ID},501C,V008,2025-09-22T12:30:00-03:00,2025-09-22T13:15:00-03:00,B2,entrepico
${ORG_ID},501C,V009,2025-09-22T13:00:00-03:00,2025-09-22T13:45:00-03:00,B2,entrepico
${ORG_ID},501C,V010,2025-09-22T13:30:00-03:00,2025-09-22T14:15:00-03:00,B2,entrepico
${ORG_ID},501C,V001,2025-09-22T14:00:00-03:00,2025-09-22T14:45:00-03:00,B2,entrepico
${ORG_ID},501C,V002,2025-09-22T14:30:00-03:00,2025-09-22T15:15:00-03:00,B2,entrepico
${ORG_ID},501C,V003,2025-09-22T15:00:00-03:00,2025-09-22T15:45:00-03:00,B2,entrepico
${ORG_ID},501C,V004,2025-09-22T15:30:00-03:00,2025-09-22T16:15:00-03:00,B2,entrepico
${ORG_ID},501C,V005,2025-09-22T16:00:00-03:00,2025-09-22T16:45:00-03:00,B3,pico_tarde
${ORG_ID},501C,V006,2025-09-22T16:15:00-03:00,2025-09-22T17:00:00-03:00,B3,pico_tarde
${ORG_ID},501C,V007,2025-09-22T16:30:00-03:00,2025-09-22T17:15:00-03:00,B3,pico_tarde
${ORG_ID},501C,V008,2025-09-22T16:45:00-03:00,2025-09-22T17:30:00-03:00,B3,pico_tarde
${ORG_ID},501C,V009,2025-09-22T17:00:00-03:00,2025-09-22T17:45:00-03:00,B3,pico_tarde
${ORG_ID},501C,V010,2025-09-22T17:15:00-03:00,2025-09-22T18:00:00-03:00,B3,pico_tarde
${ORG_ID},501C,V001,2025-09-22T17:30:00-03:00,2025-09-22T18:15:00-03:00,B3,pico_tarde
${ORG_ID},501C,V002,2025-09-22T17:45:00-03:00,2025-09-22T18:30:00-03:00,B3,pico_tarde
${ORG_ID},501C,V003,2025-09-22T18:00:00-03:00,2025-09-22T18:45:00-03:00,B3,pico_tarde
${ORG_ID},501C,V004,2025-09-22T18:15:00-03:00,2025-09-22T19:00:00-03:00,B3,pico_tarde
${ORG_ID},501C,V005,2025-09-22T18:30:00-03:00,2025-09-22T19:15:00-03:00,B3,pico_tarde
${ORG_ID},501C,V006,2025-09-22T18:45:00-03:00,2025-09-22T19:30:00-03:00,B3,pico_tarde
${ORG_ID},501C,V007,2025-09-22T19:00:00-03:00,2025-09-22T19:45:00-03:00,B4,noite
${ORG_ID},501C,V008,2025-09-22T19:30:00-03:00,2025-09-22T20:15:00-03:00,B4,noite
${ORG_ID},501C,V009,2025-09-22T20:00:00-03:00,2025-09-22T20:45:00-03:00,B4,noite
${ORG_ID},501C,V010,2025-09-22T20:30:00-03:00,2025-09-22T21:15:00-03:00,B4,noite
${ORG_ID},501C,V001,2025-09-22T21:00:00-03:00,2025-09-22T21:45:00-03:00,B4,noite
${ORG_ID},501C,V002,2025-09-22T21:30:00-03:00,2025-09-22T22:15:00-03:00,B4,noite
${ORG_ID},502,V003,2025-09-22T06:00:00-03:00,2025-09-22T06:45:00-03:00,B1,pico_manha
${ORG_ID},502,V004,2025-09-22T06:15:00-03:00,2025-09-22T07:00:00-03:00,B1,pico_manha
${ORG_ID},502,V005,2025-09-22T06:30:00-03:00,2025-09-22T07:15:00-03:00,B1,pico_manha
${ORG_ID},502,V006,2025-09-22T06:45:00-03:00,2025-09-22T07:30:00-03:00,B1,pico_manha
${ORG_ID},502,V007,2025-09-22T07:00:00-03:00,2025-09-22T07:45:00-03:00,B1,pico_manha
${ORG_ID},502,V008,2025-09-22T07:15:00-03:00,2025-09-22T08:00:00-03:00,B1,pico_manha
${ORG_ID},502,V009,2025-09-22T07:30:00-03:00,2025-09-22T08:15:00-03:00,B1,pico_manha
${ORG_ID},502,V010,2025-09-22T07:45:00-03:00,2025-09-22T08:30:00-03:00,B1,pico_manha
${ORG_ID},502,V001,2025-09-22T08:00:00-03:00,2025-09-22T08:45:00-03:00,B1,pico_manha
${ORG_ID},502,V002,2025-09-22T08:15:00-03:00,2025-09-22T09:00:00-03:00,B1,pico_manha
${ORG_ID},502,V003,2025-09-22T08:30:00-03:00,2025-09-22T09:15:00-03:00,B1,pico_manha
${ORG_ID},502,V004,2025-09-22T08:45:00-03:00,2025-09-22T09:30:00-03:00,B1,pico_manha
${ORG_ID},502,V005,2025-09-22T09:00:00-03:00,2025-09-22T09:45:00-03:00,B2,entrepico
${ORG_ID},502,V006,2025-09-22T09:30:00-03:00,2025-09-22T10:15:00-03:00,B2,entrepico
${ORG_ID},502,V007,2025-09-22T10:00:00-03:00,2025-09-22T10:45:00-03:00,B2,entrepico
${ORG_ID},502,V008,2025-09-22T10:30:00-03:00,2025-09-22T11:15:00-03:00,B2,entrepico
${ORG_ID},502,V009,2025-09-22T11:00:00-03:00,2025-09-22T11:45:00-03:00,B2,entrepico
${ORG_ID},502,V010,2025-09-22T11:30:00-03:00,2025-09-22T12:15:00-03:00,B2,entrepico
${ORG_ID},502,V001,2025-09-22T12:00:00-03:00,2025-09-22T12:45:00-03:00,B2,entrepico
${ORG_ID},502,V002,2025-09-22T12:30:00-03:00,2025-09-22T13:15:00-03:00,B2,entrepico
${ORG_ID},502,V003,2025-09-22T13:00:00-03:00,2025-09-22T13:45:00-03:00,B2,entrepico
${ORG_ID},502,V004,2025-09-22T13:30:00-03:00,2025-09-22T14:15:00-03:00,B2,entrepico
${ORG_ID},502,V005,2025-09-22T14:00:00-03:00,2025-09-22T14:45:00-03:00,B2,entrepico
${ORG_ID},502,V006,2025-09-22T14:30:00-03:00,2025-09-22T15:15:00-03:00,B2,entrepico
${ORG_ID},502,V007,2025-09-22T15:00:00-03:00,2025-09-22T15:45:00-03:00,B2,entrepico
${ORG_ID},502,V008,2025-09-22T15:30:00-03:00,2025-09-22T16:15:00-03:00,B2,entrepico
${ORG_ID},502,V009,2025-09-22T16:00:00-03:00,2025-09-22T16:45:00-03:00,B3,pico_tarde
${ORG_ID},502,V010,2025-09-22T16:15:00-03:00,2025-09-22T17:00:00-03:00,B3,pico_tarde
${ORG_ID},502,V001,2025-09-22T16:30:00-03:00,2025-09-22T17:15:00-03:00,B3,pico_tarde
${ORG_ID},502,V002,2025-09-22T16:45:00-03:00,2025-09-22T17:30:00-03:00,B3,pico_tarde
${ORG_ID},502,V003,2025-09-22T17:00:00-03:00,2025-09-22T17:45:00-03:00,B3,pico_tarde
${ORG_ID},502,V004,2025-09-22T17:15:00-03:00,2025-09-22T18:00:00-03:00,B3,pico_tarde
${ORG_ID},502,V005,2025-09-22T17:30:00-03:00,2025-09-22T18:15:00-03:00,B3,pico_tarde
${ORG_ID},502,V006,2025-09-22T17:45:00-03:00,2025-09-22T18:30:00-03:00,B3,pico_tarde
${ORG_ID},502,V007,2025-09-22T18:00:00-03:00,2025-09-22T18:45:00-03:00,B3,pico_tarde
${ORG_ID},502,V008,2025-09-22T18:15:00-03:00,2025-09-22T19:00:00-03:00,B3,pico_tarde
${ORG_ID},502,V009,2025-09-22T18:30:00-03:00,2025-09-22T19:15:00-03:00,B3,pico_tarde
${ORG_ID},502,V010,2025-09-22T18:45:00-03:00,2025-09-22T19:30:00-03:00,B3,pico_tarde
${ORG_ID},502,V001,2025-09-22T19:00:00-03:00,2025-09-22T19:45:00-03:00,B4,noite
${ORG_ID},502,V002,2025-09-22T19:30:00-03:00,2025-09-22T20:15:00-03:00,B4,noite
${ORG_ID},502,V003,2025-09-22T20:00:00-03:00,2025-09-22T20:45:00-03:00,B4,noite
${ORG_ID},502,V004,2025-09-22T20:30:00-03:00,2025-09-22T21:15:00-03:00,B4,noite
${ORG_ID},502,V005,2025-09-22T21:00:00-03:00,2025-09-22T21:45:00-03:00,B4,noite
${ORG_ID},502,V006,2025-09-22T21:30:00-03:00,2025-09-22T22:15:00-03:00,B4,noite
${ORG_ID},504A,V007,2025-09-22T06:00:00-03:00,2025-09-22T06:45:00-03:00,B1,pico_manha
${ORG_ID},504A,V008,2025-09-22T06:15:00-03:00,2025-09-22T07:00:00-03:00,B1,pico_manha
${ORG_ID},504A,V009,2025-09-22T06:30:00-03:00,2025-09-22T07:15:00-03:00,B1,pico_manha
${ORG_ID},504A,V010,2025-09-22T06:45:00-03:00,2025-09-22T07:30:00-03:00,B1,pico_manha
${ORG_ID},504A,V001,2025-09-22T07:00:00-03:00,2025-09-22T07:45:00-03:00,B1,pico_manha
${ORG_ID},504A,V002,2025-09-22T07:15:00-03:00,2025-09-22T08:00:00-03:00,B1,pico_manha
${ORG_ID},504A,V003,2025-09-22T07:30:00-03:00,2025-09-22T08:15:00-03:00,B1,pico_manha
${ORG_ID},504A,V004,2025-09-22T07:45:00-03:00,2025-09-22T08:30:00-03:00,B1,pico_manha
${ORG_ID},504A,V005,2025-09-22T08:00:00-03:00,2025-09-22T08:45:00-03:00,B1,pico_manha
${ORG_ID},504A,V006,2025-09-22T08:15:00-03:00,2025-09-22T09:00:00-03:00,B1,pico_manha
${ORG_ID},504A,V007,2025-09-22T08:30:00-03:00,2025-09-22T09:15:00-03:00,B1,pico_manha
${ORG_ID},504A,V008,2025-09-22T08:45:00-03:00,2025-09-22T09:30:00-03:00,B1,pico_manha
${ORG_ID},504A,V009,2025-09-22T09:00:00-03:00,2025-09-22T09:45:00-03:00,B2,entrepico
${ORG_ID},504A,V010,2025-09-22T09:30:00-03:00,2025-09-22T10:15:00-03:00,B2,entrepico
${ORG_ID},504A,V001,2025-09-22T10:00:00-03:00,2025-09-22T10:45:00-03:00,B2,entrepico
${ORG_ID},504A,V002,2025-09-22T10:30:00-03:00,2025-09-22T11:15:00-03:00,B2,entrepico
${ORG_ID},504A,V003,2025-09-22T11:00:00-03:00,2025-09-22T11:45:00-03:00,B2,entrepico
${ORG_ID},504A,V004,2025-09-22T11:30:00-03:00,2025-09-22T12:15:00-03:00,B2,entrepico
${ORG_ID},504A,V005,2025-09-22T12:00:00-03:00,2025-09-22T12:45:00-03:00,B2,entrepico
${ORG_ID},504A,V006,2025-09-22T12:30:00-03:00,2025-09-22T13:15:00-03:00,B2,entrepico
${ORG_ID},504A,V007,2025-09-22T13:00:00-03:00,2025-09-22T13:45:00-03:00,B2,entrepico
${ORG_ID},504A,V008,2025-09-22T13:30:00-03:00,2025-09-22T14:15:00-03:00,B2,entrepico
${ORG_ID},504A,V009,2025-09-22T14:00:00-03:00,2025-09-22T14:45:00-03:00,B2,entrepico
${ORG_ID},504A,V010,2025-09-22T14:30:00-03:00,2025-09-22T15:15:00-03:00,B2,entrepico
${ORG_ID},504A,V001,2025-09-22T15:00:00-03:00,2025-09-22T15:45:00-03:00,B2,entrepico
${ORG_ID},504A,V002,2025-09-22T15:30:00-03:00,2025-09-22T16:15:00-03:00,B2,entrepico
${ORG_ID},504A,V003,2025-09-22T16:00:00-03:00,2025-09-22T16:45:00-03:00,B3,pico_tarde
${ORG_ID},504A,V004,2025-09-22T16:15:00-03:00,2025-09-22T17:00:00-03:00,B3,pico_tarde
${ORG_ID},504A,V005,2025-09-22T16:30:00-03:00,2025-09-22T17:15:00-03:00,B3,pico_tarde
${ORG_ID},504A,V006,2025-09-22T16:45:00-03:00,2025-09-22T17:30:00-03:00,B3,pico_tarde
${ORG_ID},504A,V007,2025-09-22T17:00:00-03:00,2025-09-22T17:45:00-03:00,B3,pico_tarde
${ORG_ID},504A,V008,2025-09-22T17:15:00-03:00,2025-09-22T18:00:00-03:00,B3,pico_tarde
${ORG_ID},504A,V009,2025-09-22T17:30:00-03:00,2025-09-22T18:15:00-03:00,B3,pico_tarde
${ORG_ID},504A,V010,2025-09-22T17:45:00-03:00,2025-09-22T18:30:00-03:00,B3,pico_tarde
${ORG_ID},504A,V001,2025-09-22T18:00:00-03:00,2025-09-22T18:45:00-03:00,B3,pico_tarde
${ORG_ID},504A,V002,2025-09-22T18:15:00-03:00,2025-09-22T19:00:00-03:00,B3,pico_tarde
${ORG_ID},504A,V003,2025-09-22T18:30:00-03:00,2025-09-22T19:15:00-03:00,B3,pico_tarde
${ORG_ID},504A,V004,2025-09-22T18:45:00-03:00,2025-09-22T19:30:00-03:00,B3,pico_tarde
${ORG_ID},504A,V005,2025-09-22T19:00:00-03:00,2025-09-22T19:45:00-03:00,B4,noite
${ORG_ID},504A,V006,2025-09-22T19:30:00-03:00,2025-09-22T20:15:00-03:00,B4,noite
${ORG_ID},504A,V007,2025-09-22T20:00:00-03:00,2025-09-22T20:45:00-03:00,B4,noite
${ORG_ID},504A,V008,2025-09-22T20:30:00-03:00,2025-09-22T21:15:00-03:00,B4,noite
${ORG_ID},504A,V009,2025-09-22T21:00:00-03:00,2025-09-22T21:45:00-03:00,B4,noite
${ORG_ID},504A,V010,2025-09-22T21:30:00-03:00,2025-09-22T22:15:00-03:00,B4,noite
${ORG_ID},505,V001,2025-09-22T06:00:00-03:00,2025-09-22T06:45:00-03:00,B1,pico_manha
${ORG_ID},505,V002,2025-09-22T06:15:00-03:00,2025-09-22T07:00:00-03:00,B1,pico_manha
${ORG_ID},505,V003,2025-09-22T06:30:00-03:00,2025-09-22T07:15:00-03:00,B1,pico_manha
${ORG_ID},505,V004,2025-09-22T06:45:00-03:00,2025-09-22T07:30:00-03:00,B1,pico_manha
${ORG_ID},505,V005,2025-09-22T07:00:00-03:00,2025-09-22T07:45:00-03:00,B1,pico_manha
${ORG_ID},505,V006,2025-09-22T07:15:00-03:00,2025-09-22T08:00:00-03:00,B1,pico_manha
${ORG_ID},505,V007,2025-09-22T07:30:00-03:00,2025-09-22T08:15:00-03:00,B1,pico_manha
${ORG_ID},505,V008,2025-09-22T07:45:00-03:00,2025-09-22T08:30:00-03:00,B1,pico_manha
${ORG_ID},505,V009,2025-09-22T08:00:00-03:00,2025-09-22T08:45:00-03:00,B1,pico_manha
${ORG_ID},505,V010,2025-09-22T08:15:00-03:00,2025-09-22T09:00:00-03:00,B1,pico_manha
${ORG_ID},505,V001,2025-09-22T08:30:00-03:00,2025-09-22T09:15:00-03:00,B1,pico_manha
${ORG_ID},505,V002,2025-09-22T08:45:00-03:00,2025-09-22T09:30:00-03:00,B1,pico_manha
${ORG_ID},505,V003,2025-09-22T09:00:00-03:00,2025-09-22T09:45:00-03:00,B2,entrepico
${ORG_ID},505,V004,2025-09-22T09:30:00-03:00,2025-09-22T10:15:00-03:00,B2,entrepico
${ORG_ID},505,V005,2025-09-22T10:00:00-03:00,2025-09-22T10:45:00-03:00,B2,entrepico
${ORG_ID},505,V006,2025-09-22T10:30:00-03:00,2025-09-22T11:15:00-03:00,B2,entrepico
${ORG_ID},505,V007,2025-09-22T11:00:00-03:00,2025-09-22T11:45:00-03:00,B2,entrepico
${ORG_ID},505,V008,2025-09-22T11:30:00-03:00,2025-09-22T12:15:00-03:00,B2,entrepico
${ORG_ID},505,V009,2025-09-22T12:00:00-03:00,2025-09-22T12:45:00-03:00,B2,entrepico
${ORG_ID},505,V010,2025-09-22T12:30:00-03:00,2025-09-22T13:15:00-03:00,B2,entrepico
${ORG_ID},505,V001,2025-09-22T13:00:00-03:00,2025-09-22T13:45:00-03:00,B2,entrepico
${ORG_ID},505,V002,2025-09-22T13:30:00-03:00,2025-09-22T14:15:00-03:00,B2,entrepico
${ORG_ID},505,V003,2025-09-22T14:00:00-03:00,2025-09-22T14:45:00-03:00,B2,entrepico
${ORG_ID},505,V004,2025-09-22T14:30:00-03:00,2025-09-22T15:15:00-03:00,B2,entrepico
${ORG_ID},505,V005,2025-09-22T15:00:00-03:00,2025-09-22T15:45:00-03:00,B2,entrepico
${ORG_ID},505,V006,2025-09-22T15:30:00-03:00,2025-09-22T16:15:00-03:00,B2,entrepico
${ORG_ID},505,V007,2025-09-22T16:00:00-03:00,2025-09-22T16:45:00-03:00,B3,pico_tarde
